t,x,y,heading,distance,velocity,acceleration,curvature,path,voltage,current
1.81,3.40271,3.1082,,,2.40704,-0.405424,,1,8.32965,-3.29267
1.81,4.36339,2.83053,,,3.406,0.405424,,2,12.1508,3.29267
1.81,3.89929,3.00498,1.29632,,,,,3,,
1.82,3.89098,2.99733,1.29947,5.27883,2.90323,0,0.346359,0,,
1.82,,,,,-2.90323,-4.73083,,-1,,
1.82,,,,,2.90323,4.73083,,-1,,
1.82,3.40927,3.13134,,,2.40045,-0.371974,,1,8.31886,-3.02101
1.82,4.37269,2.86333,,,3.406,0.371974,,2,12.1384,3.02101
1.82,3.90688,3.033,1.30638,,,,,3,,
1.83,3.89862,3.02535,1.30956,5.30784,2.90025,0,0.348769,0,,
1.83,,,,,-2.90025,-4.76205,,-1,,
1.83,,,,,2.90025,4.76205,,-1,,
1.83,3.41559,3.15448,,,2.39449,-0.326748,,1,8.31469,-2.6537
1.83,4.38166,2.89621,,,3.406,0.326748,,2,12.1215,2.6537
1.83,3.91417,3.06107,1.31649,,,,,3,,
1.84,3.90597,3.05341,1.31971,5.33682,2.89762,0,0.350897,0,,
1.84,,,,,-2.89762,-4.79027,,-1,,
1.84,,,,,2.89762,4.79027,,-1,,
1.84,3.42165,3.17764,,,2.38924,-0.284354,,1,8.31196,-2.30939
1.84,4.3903,2.92918,,,3.406,0.284354,,2,12.1058,2.30939
1.84,3.92118,3.08919,1.32666,,,,,3,,
1.85,3.91303,3.08152,1.32991,5.36578,2.89539,0,0.35271,0,,
1.85,,,,,-2.89539,-4.81514,,-1,,
1.85,,,,,2.89539,4.81514,,-1,,
1.85,3.42747,3.2008,,,2.38477,-0.237598,,1,8.31362,-1.92967
1.85,4.39859,2.96223,,,3.406,0.237598,,2,12.0884,1.92967
1.85,3.92789,3.11735,1.33687,,,,,3,,
1.86,3.9198,3.10967,1.34014,5.39472,2.89359,0,0.354172,0,,
1.86,,,,,-2.89359,-4.83628,,-1,,
1.86,,,,,2.89359,4.83628,,-1,,
1.86,3.43304,3.22398,,,2.38117,-0.186289,,1,8.32003,-1.51295
1.86,4.40655,2.99537,,,3.406,0.186289,,2,12.0693,1.51295
1.86,3.93431,3.14557,1.34712,,,,,3,,
1.87,3.92627,3.13788,1.35041,5.42349,2.85344,-4.85332,0.355247,0,,
1.87,,,,,-2.89227,-4.85332,,-1,,
1.87,,,,,2.89227,4.85332,,-1,,
1.87,3.43836,3.24719,,,2.34661,-4.11801,,1,6.73572,-33.4447
1.87,4.41417,3.02858,,,3.36028,-5.58862,,2,9.76006,-45.3883
1.87,3.94035,3.17345,1.35726,,,,,3,,
1.88,3.93241,3.16599,1.36064,5.45227,2.89148,0,0.355888,0,,
1.88,,,,,-2.89148,-5.23356,,-1,,
1.88,,,,,2.89148,5.23356,,-1,,
1.88,3.44341,3.27029,,,2.37696,-0.0564298,,1,8.35349,-0.458298
1.88,4.42141,3.06168,,,3.406,0.0564298,,2,12.021,0.458298
1.88,3.94619,3.20177,1.36755,,,,,3,,
1.89,3.93827,3.19416,1.37089,5.48094,2.84275,-4.87327,0.356063,0,,
1.89,,,,,-2.89127,-4.87327,,-1,,
1.89,,,,,2.89127,4.87327,,-1,,
1.89,3.44823,3.29345,,,2.33665,-3.99528,,1,6.7463,-32.4479
1.89,4.42831,3.09487,,,3.34885,-5.75127,,2,9.65928,-46.7092
1.89,3.95165,3.22967,1.37767,,,,,3,,
1.9,3.94382,3.22229,1.38109,5.50944,2.83208,-5.33484,0.355734,0,,
1.9,,,,,-2.89167,-5.33484,,-1,,
1.9,,,,,2.89167,5.33484,,-1,,
1.9,3.45279,3.31658,,,2.32835,-4.30607,,1,6.60144,-34.9719
1.9,4.43485,3.12801,,,3.33581,-6.36362,,2,9.38557,-51.6825
1.9,3.9568,3.25752,1.38775,,,,,3,,
1.91,3.94906,3.25031,1.39122,5.53777,2.81034,-5.4359,0.354861,0,,
1.91,,,,,-2.89274,-5.4359,,-1,,
1.91,,,,,2.89274,5.4359,,-1,,
1.91,3.4571,3.33962,,,2.3117,-4.30377,,1,6.54363,-34.9533
1.91,4.44101,3.161,,,3.30898,-6.56804,,2,9.21498,-53.3426
1.91,3.96164,3.2852,1.39772,,,,,3,,
1.92,3.95397,3.27821,1.40125,5.56595,2.79905,-5.64185,0.353408,0,,
1.92,,,,,-2.89453,-5.64185,,-1,,
1.92,,,,,2.89453,5.64185,,-1,,
1.92,3.46114,3.36257,,,2.30445,-4.39941,,1,6.48252,-35.73
1.92,4.44681,3.19384,,,3.29366,-6.88428,,2,9.04337,-55.9111
1.92,3.96619,3.31282,1.40761,,,,,3,,
1.93,3.95859,3.30601,1.41118,5.59395,2.77606,-5.74872,0.351342,0,,
1.93,,,,,-2.89707,-5.74872,,-1,,
1.93,,,,,2.89707,5.74872,,-1,,
1.93,3.46495,3.38547,,,2.28838,-4.41436,,1,6.42036,-35.8515
1.93,4.45224,3.22654,,,3.26373,-7.08308,,2,8.86399,-57.5256
1.93,3.97043,3.34026,1.41736,,,,,3,,
1.94,3.96291,3.33367,1.42099,5.62179,2.76413,-5.96651,0.348634,0,,
1.94,,,,,-2.90041,-5.96651,,-1,,
1.94,,,,,2.90041,5.96651,,-1,,
1.94,3.46851,3.40829,,,2.28229,-4.51745,,1,6.36055,-36.6887
1.94,4.45731,3.25904,,,3.24596,-7.41558,,2,8.67768,-60.226
1.94,3.97439,3.36761,1.427,,,,,3,,
1.95,3.96693,3.36122,1.43065,5.64935,2.72765,-6.07954,0.34524,0,,
1.95,,,,,-2.90461,-6.07954,,-1,,
1.95,,,,,2.90461,6.07954,,-1,,
1.95,3.47183,3.43107,,,2.2568,-4.52337,,1,6.26854,-36.7368
1.95,4.46203,3.29138,,,3.1985,-7.63571,,2,8.42858,-62.0138
1.95,3.97805,3.39464,1.43642,,,,,3,,
1.96,3.97065,3.38852,1.44011,5.67684,2.7405,-6.42503,0.341156,0,,
1.96,,,,,-2.90968,-6.42503,,-1,,
1.96,,,,,2.90968,6.42503,,-1,,
1.96,3.47491,3.45368,,,2.27303,-4.72102,,1,6.25219,-38.342
1.96,4.46638,3.32337,,,3.20797,-8.12904,,2,8.27844,-66.0204
1.96,3.98146,3.42183,1.44577,,,,,3,,
1.97,3.9741,3.4158,1.44942,5.70393,2.67746,-6.30332,0.336318,0,,
1.97,,,,,-2.9157,-6.30332,,-1,,
1.97,,,,,2.9157,6.30332,,-1,,
1.97,3.47778,3.47634,,,2.22722,-4.56631,,1,6.14836,-37.0855
1.97,4.47043,3.35526,,,3.12771,-8.04033,,2,8.02866,-65.3
1.97,3.98456,3.44843,1.45477,,,,,3,,
1.98,3.97726,3.44271,1.45846,5.73099,2.70507,-6.90034,0.330768,0,,
1.98,,,,,-2.92265,-6.90034,,-1,,
1.98,,,,,2.92265,6.90034,,-1,,
1.98,3.48041,3.49876,,,2.25769,-4.96494,,1,6.10742,-40.323
1.98,4.47411,3.38666,,,3.15244,-8.83574,,2,7.81993,-71.7599
1.98,3.98746,3.47532,1.46372,,,,,3,,
1.99,3.98018,3.46961,1.46732,5.75771,2.63868,-6.63891,0.3244,0,,
1.99,,,,,-2.93065,-6.63891,,-1,,
1.99,,,,,2.93065,6.63891,,-1,,
1.99,3.48285,3.52125,,,2.21068,-4.68327,,1,6.04658,-38.0354
1.99,4.4775,3.41796,,,3.06667,-8.59455,,2,7.60746,-69.8011
1.99,3.99005,3.50158,1.47228,,,,,3,,
2,3.98282,3.49619,1.4759,5.78428,2.63868,-7.26771,0.317273,0,,
2,,,,,-2.93967,-7.26771,,-1,,
2,,,,,2.93967,7.26771,,-1,,
2,3.48507,3.54357,,,2.22009,-5.12913,,1,5.91385,-41.6565
2,4.48057,3.44882,,,3.05727,-9.40629,,2,7.27239,-76.3937
2,3.99243,3.52786,1.48065,,,,,3,,
2.01,3.98523,3.52265,1.48422,5.8103,2.566,-7.26771,0.309325,0,,
2.01,,,,,-2.94978,-7.26771,,-1,,
2.01,,,,,2.94978,7.26771,,-1,,
2.01,3.4871,3.56589,,,2.16914,-5.10711,,1,5.74254,-41.4776
2.01,4.48336,3.47942,,,2.96286,-9.42832,,2,6.93159,-76.5726
2.01,3.99453,3.55344,1.48859,,,,,3,,
2.02,3.98737,3.54859,1.49216,5.83628,2.59782,-7.95607,0.300676,0,,
2.02,,,,,-2.96087,-7.95607,,-1,,
2.02,,,,,2.96087,7.95607,,-1,,
2.02,3.48892,3.58786,,,2.20727,-5.58724,,1,5.6983,-45.3771
2.02,4.48583,3.50931,,,2.98838,-10.3249,,2,6.68796,-83.8543
2.02,3.99646,3.57934,1.4964,,,,,3,,
2.03,3.98932,3.5745,1.49986,5.86188,2.52128,-7.65465,0.291157,0,,
2.03,,,,,-2.97317,-7.65465,,-1,,
2.03,,,,,2.97317,7.65465,,-1,,
2.03,3.49057,3.60994,,,2.15423,-5.32899,,1,5.6075,-43.2796
2.03,4.48806,3.53906,,,2.88832,-9.98031,,2,6.46363,-81.0556
2.03,3.99815,3.6045,1.50374,,,,,3,,
2.04,3.99104,3.60004,1.50718,5.88721,2.50452,-8.37966,0.280893,0,,
2.04,,,,,-2.98655,-8.37966,,-1,,
2.04,,,,,2.98655,8.37966,,-1,,
2.04,3.49205,3.63183,,,2.15277,-5.89981,,1,5.39,-47.9156
2.04,4.49002,3.56825,,,2.85627,-10.8595,,2,6.02366,-88.196
2.04,3.99966,3.6295,1.51078,,,,,3,,
2.05,3.99256,3.62532,1.51416,5.91203,2.45329,-8.53839,0.269846,0,,
2.05,,,,,-3.00109,-8.53839,,-1,,
2.05,,,,,3.00109,8.53839,,-1,,
2.05,3.49336,3.65363,,,2.12228,-6.03082,,1,5.23386,-48.9796
2.05,4.49176,3.59702,,,2.78429,-11.046,,2,5.70072,-89.7104
2.05,4.00097,3.654,1.5174,,,,,3,,
2.06,3.99388,3.65011,1.52071,5.93658,2.41719,-9.02362,0.258142,0,,
2.06,,,,,-3.01664,-9.02362,,-1,,
2.06,,,,,3.01664,9.02362,,-1,,
2.06,3.49451,3.67514,,,2.1052,-6.43909,,1,5.02182,-52.2954
2.06,4.49325,3.62508,,,2.72918,-11.6081,,2,5.29744,-94.2762
2.06,4.0021,3.67814,1.52364,,,,,3,,
2.07,3.99503,3.67463,1.5269,5.96076,2.37973,-9.36549,0.245701,0,,
2.07,,,,,-3.03336,-9.36549,,-1,,
2.07,,,,,3.03336,9.36549,,-1,,
2.07,3.49551,3.69657,,,2.08738,-6.74709,,1,4.84446,-54.7968
2.07,4.49455,3.65268,,,2.67208,-11.9839,,2,4.95649,-97.3278
2.07,4.00309,3.70192,1.52948,,,,,3,,
2.08,3.99602,3.69879,1.53268,5.98442,2.32141,-9.72031,0.232581,0,,
2.08,,,,,-3.05118,-9.72031,,-1,,
2.08,,,,,3.05118,9.72031,,-1,,
2.08,3.49639,3.71784,,,2.05145,-7.07584,,1,4.59559,-57.4668
2.08,4.49566,3.67973,,,2.59137,-12.3648,,2,4.53044,-100.421
2.08,4.00392,3.72512,1.53488,,,,,3,,
2.09,3.99686,3.72243,1.53802,6.00764,2.28032,-10.2727,0.218929,0,,
2.09,,,,,-3.06995,-10.2727,,-1,,
2.09,,,,,3.06995,10.2727,,-1,,
2.09,3.49713,3.73882,,,2.03071,-7.61148,,1,4.32325,-61.817
2.09,4.49659,3.70605,,,2.52993,-12.9339,,2,4.10228,-105.044
2.09,4.00463,3.74791,1.53987,,,,,3,,
2.1,3.99756,3.74565,1.54295,6.0303,2.21635,-10.6619,0.204736,0,,
2.1,,,,,-3.08972,-10.6619,,-1,,
2.1,,,,,3.08972,10.6619,,-1,,
2.1,3.49776,3.75957,,,1.98946,-8.01141,,1,4.02918,-65.0651
2.1,4.49737,3.73172,,,2.44323,-13.3124,,2,3.65604,-108.117
2.1,4.00521,3.77007,1.54441,,,,,3,,
2.11,3.99814,3.76829,1.54742,6.05247,2.17128,-11.2678,0.190108,0,,
2.11,,,,,-3.11035,-11.2678,,-1,,
2.11,,,,,3.11035,11.2678,,-1,,
2.11,3.49828,3.77998,,,1.96489,-8.63211,,1,3.7117,-70.1061
2.11,4.49801,3.7566,,,2.37767,-13.9035,,2,3.20516,-112.918
2.11,4.00569,3.79177,1.54854,,,,,3,,
2.12,3.99862,3.79046,1.55147,6.07402,2.10111,-11.6947,0.175073,0,,
2.12,,,,,-3.13185,-11.6947,,-1,,
2.12,,,,,3.13185,11.6947,,-1,,
2.12,3.49871,3.80013,,,1.91718,-9.14229,,1,3.35386,-74.2496
2.12,4.49852,3.7808,,,2.28503,-14.2471,,2,2.75099,-115.708
2.12,4.00608,3.81278,1.55222,,,,,3,,
2.13,3.99899,3.81201,1.55508,6.09486,2.02695,-12.3593,0.159785,0,,
2.13,,,,,-3.15402,-12.3593,,-1,,
2.13,,,,,3.15402,12.3593,,-1,,
2.13,3.49906,3.81987,,,1.86501,-9.8907,,1,2.89166,-80.3278
2.13,4.49893,3.80415,,,2.18889,-14.8279,,2,2.19622,-120.425
2.13,4.0064,3.83305,1.55546,,,,,3,,
2.14,3.99929,3.83285,1.55825,6.11494,1.94858,-13.0616,0.144368,0,,
2.14,,,,,-3.1767,-13.0616,,-1,,
2.14,,,,,3.1767,13.0616,,-1,,
2.14,3.49933,3.83912,,,1.80793,-10.6967,,1,2.39073,-86.8735
2.14,4.49925,3.82657,,,2.08924,-15.4266,,2,1.6224,-125.288
2.14,4.00664,3.85253,1.55827,,,,,3,,
2.15,3.99951,3.85293,1.561,6.13424,1.86576,-13.8039,0.128925,0,,
2.15,,,,,-3.19974,-13.8039,,-1,,
2.15,,,,,3.19974,13.8039,,-1,,
2.15,3.49954,3.85783,,,1.74549,-11.5623,,1,1.84874,-93.9039
2.15,4.49949,3.84803,,,1.98603,-16.0455,,2,1.02856,-130.314
2.15,4.00683,3.87119,1.56067,,,,,3,,
2.16,3.99968,3.87222,1.56334,6.15269,1.77823,-14.5884,0.113562,0,,
2.16,,,,,-3.223,-14.5884,,-1,,
2.16,,,,,3.223,14.5884,,-1,,
2.16,3.49969,3.87595,,,1.67726,-12.4895,,1,1.26345,-101.434
2.16,4.49966,3.86849,,,1.8792,-16.6872,,2,0.413474,-135.526
2.16,4.00697,3.88897,1.56269,,,,,3,,
2.17,3.9998,3.89068,1.56529,6.17026,1.68572,-15.4174,0.098395,0,,
2.17,,,,,-3.2463,-15.4174,,-1,,
2.17,,,,,3.2463,15.4174,,-1,,
2.17,3.4998,3.89343,,,1.60279,-13.4799,,1,0.632679,-109.478
2.17,4.49979,3.88792,,,1.76866,-17.3549,,2,-0.224345,-140.949
2.17,4.00708,3.90583,1.56435,,,,,3,,
2.18,3.99988,3.90824,1.56689,6.18661,1.55538,-16.2936,0.0835422,0,,
2.18,,,,,-3.26944,-16.2936,,-1,,
2.18,,,,,3.26944,16.2936,,-1,,
2.18,3.49988,3.9102,,,1.49041,-14.5786,,1,-0.171956,-118.401
2.18,4.49988,3.90629,,,1.62035,-18.0085,,2,-0.990017,-146.257
2.18,4.00716,3.92138,1.56565,,,,,3,,
2.19,3.99993,3.92459,1.56814,6.20192,1.45021,-17.5282,0.0693713,0,,
2.19,,,,,-3.29183,-17.5282,,-1,,
2.19,,,,,3.29183,17.5282,,-1,,
2.19,3.49993,3.92592,,,1.39991,-15.9953,,1,-1.0178,-129.907
2.19,4.49993,3.92327,,,1.50051,-19.061,,2,-1.80372,-154.805
2.19,4.00722,3.93588,1.56666,,,,,3,,
2.2,3.99997,3.9399,1.5691,6.21585,1.30201,-18.5243,0.0558099,0,,
2.2,,,,,-3.31354,-18.5243,,-1,,
2.2,,,,,3.31354,18.5243,,-1,,
2.2,3.49997,3.94075,,,1.26568,-17.2519,,1,-1.95811,-140.112
2.2,4.49997,3.93905,,,1.33835,-19.7967,,2,-2.6487,-160.78
2.2,4.00727,3.9489,1.56739,,,,,3,,
2.21,3.99998,3.95383,1.56979,6.22825,1.14259,-19.9279,0.0432234,0,,
2.21,,,,,-3.33395,-19.9279,,-1,,
2.21,,,,,3.33395,19.9279,,-1,,
2.21,3.49998,3.95433,,,1.1179,-18.9006,,1,-3.09207,-153.502
2.21,4.49998,3.95333,,,1.16728,-20.9551,,2,-3.68232,-170.188
2.21,4.0073,3.96033,1.56788,,,,,3,,
2.22,3.99999,3.96623,1.57025,6.23903,1.01396,21.4378,0.0318307,0,,
2.22,,,,,-3.35265,-21.4378,,-1,,
2.22,,,,,3.35265,21.4378,,-1,,
2.22,3.49999,3.9665,,,0.997826,21.5721,,1,11.5399,175.199
2.22,4.49999,3.96596,,,1.0301,21.3036,,2,11.5538,173.018
2.22,4.00733,3.97047,1.5682,,,,,3,,
2.23,4,3.97701,1.57054,6.24804,0.787402,-22.6561,0.0217922,0,,
2.23,,,,,-3.36929,-22.6561,,-1,,
2.23,,,,,3.36929,22.6561,,-1,,
2.23,3.5,3.97714,,,0.778822,-22.1193,,1,-5.48399,-179.643
2.23,4.5,3.97689,,,0.795982,-23.1929,,2,-5.82291,-188.363
2.23,4.00734,3.97834,1.56837,,,,,3,,
2.24,4,3.98602,1.5707,6.25514,0.588986,-24.802,0.0133116,0,,
2.24,,,,,-3.38349,-24.802,,-1,,
2.24,,,,,3.38349,24.802,,-1,,
2.24,3.5,3.98607,,,0.585066,-24.4729,,1,-7.04213,-198.758
2.24,4.5,3.98597,,,0.592906,-25.1311,,2,-7.25932,-204.103
2.24,4.00736,3.98423,1.56845,,,,,3,,
2.25,4,3.99313,1.57077,6.25973,0.375536,26.6813,0.00656555,0,,
2.25,,,,,-3.39486,-26.6813,,-1,,
2.25,,,,,3.39486,26.6813,,-1,,
2.25,3.5,3.99314,,,0.374303,26.6611,,1,11.2361,216.529
2.25,4.5,3.99311,,,0.376769,26.7015,,2,11.2598,216.858
2.25,4.00737,3.98799,1.56848,,,,,3,,
2.26,4,3.99771,1.57079,6.26205,0.0885061,-28.703,0.00218816,0,,
2.26,,,,,-3.40228,-28.703,,-1,,
2.26,,,,,3.40228,28.703,,-1,,
2.26,3.5,3.99771,,,0.0884093,-28.6678,,1,-10.3524,-232.827
2.26,4.5,3.99771,,,0.0886029,-28.7381,,2,-10.3778,-233.398
2.26,4.00737,3.98887,1.56848,,,,,3,,
2.26,4,3.99771,1.57079,6.26205,0.0885061,-28.703,0.00218816,0,,
2.27,,,,,-3.40228,-28.703,,-1,,
2.27,,,,,3.40228,28.703,,-1,,
2.26,3.5,3.99771,,,0.0884093,-28.6678,,1,-10.3524,-232.827
2.26,4.5,3.99771,,,0.0886029,-28.7381,,2,-10.3778,-233.398
2.27,4.00737,3.98976,1.56848,,,,,3,,
