0,0,0,0,0,0,
0.00505,0.000643589,0,0,0.0643589,0,
0.0101,0.00191834,1.91004e-09,1.49836e-06,0.127476,0.000149836,
0.01515,0.00381208,2.15274e-08,1.03591e-05,0.189374,0.000886072,
0.0202,0.00631286,1.12798e-07,3.64967e-05,0.250078,0.00261376,
0.02525,0.00940896,4.02341e-07,9.35187e-05,0.30961,0.00570221,
0.0303,0.0130889,1.13199e-06,0.000198279,0.367993,0.010476,
0.03535,0.0173414,2.70594e-06,0.000370124,0.425249,0.0171845,
0.0404,0.0221554,5.73948e-06,0.000630148,0.4814,0.0260024,
0.04545,0.0275201,1.1104e-05,0.000999964,0.536468,0.0369816,
0.0505,0.0334248,1.99596e-05,0.00149975,0.590472,0.0499785,
0.05555,0.0398591,3.37804e-05,0.00214798,0.643434,0.0648235,
0.0606,0.0468128,5.4353e-05,0.00295849,0.695374,0.0810509,
0.06565,0.0542759,8.3757e-05,0.00393992,0.746312,0.0981427,
0.0707,0.0622384,0.000124311,0.00509304,0.796266,0.115312,
0.07575,0.0706908,0.000178501,0.00641116,0.845256,0.131812,
0.0808,0.0796236,0.00024891,0.00788195,0.893301,0.147079,
0.08585,0.0890273,0.000338072,0.00948126,0.940418,0.159931,
0.0909,0.098893,0.000448624,0.0112053,0.986626,0.172405,
0.09595,0.109212,0.000582919,0.0130141,1.03194,0.180879,
0.101,0.119974,0.000743248,0.0148957,1.07638,0.188163,
0.10605,0.131172,0.000931585,0.0168171,1.11997,0.192135,
0.1111,0.142797,0.00114974,0.0187638,1.16271,0.194674,
0.11615,0.154841,0.00139922,0.0207118,1.20463,0.194797,
0.1212,0.167295,0.00168129,0.0226447,1.24574,0.193289,
0.12625,0.180152,0.00199698,0.0245493,1.28605,0.190459,
0.1313,0.193403,0.00234709,0.0264152,1.32559,0.186598,
0.13635,0.207041,0.00273227,0.028235,1.36436,0.181974,
0.1414,0.221059,0.00315296,0.0300032,1.40239,0.176819,
0.14645,0.235448,0.0036095,0.0317165,1.43968,0.17133,
0.1515,0.250203,0.00410208,0.0333731,1.47625,0.165664,
0.15655,0.265314,0.0046308,0.0349726,1.51212,0.15995,
0.1616,0.280777,0.00519568,0.0365156,1.54729,0.154297,
0.16665,0.296583,0.00579666,0.0380032,1.58178,0.148758,
0.1717,0.312727,0.00643364,0.039437,1.61561,0.143382,
0.17675,0.329201,0.00710648,0.040819,1.64879,0.138202,
0.1818,0.345999,0.00781497,0.0421515,1.68132,0.133251,
0.18685,0.363116,0.00855891,0.043437,1.71323,0.128547,
0.1919,0.380543,0.00933807,0.0446779,1.74452,0.124086,
0.19695,0.398277,0.0101522,0.0458765,1.77521,0.119865,
0.202,0.41631,0.011001,0.0470353,1.80531,0.11588,
0.20705,0.434637,0.0118843,0.0481565,1.83482,0.112123,
0.2121,0.453252,0.0128016,0.0492418,1.86377,0.108525,
0.21715,0.47215,0.0137529,0.0502936,1.89215,0.105181,
0.2222,0.491324,0.0147377,0.0513142,1.91999,0.102057,
0.22725,0.510771,0.0157557,0.0523054,1.94729,0.0991211,
0.2323,0.530483,0.0168068,0.053269,1.97407,0.0963573,
0.23735,0.550457,0.0178906,0.0542065,2.00032,0.0937548,
0.2424,0.570687,0.0190068,0.0551198,2.02607,0.0913285,
0.24745,0.591168,0.0201551,0.0560103,2.05133,0.089047,
0.2525,0.611896,0.0213354,0.0568792,2.07609,0.0868953,
0.25755,0.632864,0.0225472,0.0577281,2.10038,0.0848839,
0.2626,0.65407,0.0237904,0.058558,2.1242,0.0829953,
0.26765,0.675508,0.0250646,0.0593701,2.14756,0.0812104,
0.2727,0.697173,0.0263697,0.0601656,2.17047,0.0795469,
0.27775,0.719062,0.0277054,0.0609453,2.19294,0.0779761,
0.2828,0.741169,0.0290714,0.0617103,2.21497,0.0764978,
0.28785,0.763492,0.0304675,0.0624615,2.23658,0.0751136,
0.2929,0.786024,0.0318934,0.0631995,2.25777,0.073801,
0.29795,0.808763,0.033349,0.0639253,2.27855,0.0725794,
0.303,0.831704,0.034834,0.0646394,2.29893,0.0714178,
0.30805,0.854844,0.0363482,0.0653428,2.31892,0.0703347,
0.3131,0.878178,0.0378913,0.0660358,2.33852,0.069306,
0.31815,0.901703,0.0394632,0.0667193,2.35774,0.0683456,
0.3232,0.925415,0.0410637,0.0673936,2.3766,0.0674331,
0.32825,0.949311,0.0426925,0.0680595,2.39508,0.0665822,
0.3333,0.973386,0.0443495,0.0687172,2.41322,0.0657721,
0.33835,0.997637,0.0460344,0.0693674,2.431,0.0650189,
0.3434,1.02206,0.0477472,0.0700104,2.44843,0.0643026,
0.34845,1.04666,0.0494876,0.0706467,2.46554,0.063633,
0.3535,1.07142,0.0512554,0.0712767,2.48231,0.0630008,
0.35855,1.09634,0.0530505,0.0719008,2.49876,0.0624053,
0.3636,1.12142,0.0548726,0.0725193,2.51489,0.0618484,
0.36865,1.14666,0.0567218,0.0731325,2.53071,0.0613205,
0.3737,1.17205,0.0585977,0.0737408,2.54622,0.0608296,
0.37875,1.1976,0.0605002,0.0743444,2.56143,0.0603667,
0.3838,1.22329,0.0624292,0.0749437,2.57635,0.0599308,
0.38885,1.24912,0.0643845,0.075539,2.59099,0.0595266,
0.3939,1.2751,0.0663661,0.0761305,2.60534,0.0591455,
0.39895,1.30122,0.0683737,0.0767184,2.61941,0.0587891,
0.404,1.32747,0.0704072,0.0773029,2.63321,0.0584591,
0.40905,1.35386,0.0724665,0.0778844,2.64675,0.0581493,
0.4141,1.38038,0.0745515,0.078463,2.66002,0.0578606,
0.41915,1.40703,0.0766621,0.079039,2.67304,0.0575941,
0.4242,1.4338,0.078798,0.0796125,2.68581,0.0573477,
0.42925,1.4607,0.0809593,0.0801837,2.69833,0.0571195,
0.4343,1.48771,0.0831459,0.0807528,2.7106,0.0569107,
0.43935,1.51485,0.0853575,0.0813199,2.72265,0.0567187,
0.4444,1.5421,0.0875941,0.0818854,2.73446,0.056544,
0.44945,1.56947,0.0898556,0.0824492,2.74604,0.0563853,
0.4545,1.59695,0.0921419,0.0830117,2.75739,0.0562423,
0.45955,1.62454,0.094453,0.0835728,2.76853,0.0561145,
0.4646,1.65223,0.0967887,0.0841328,2.77946,0.0560011,
0.46965,1.68004,0.0991489,0.0846918,2.79017,0.0559019,
0.4747,1.70794,0.101534,0.08525,2.80067,0.0558162,
0.47975,1.73595,0.103943,0.0858074,2.81098,0.0557438,
0.4848,1.76405,0.106376,0.0863643,2.82108,0.0556841,
0.48985,1.79226,0.108834,0.0869206,2.83099,0.0556367,
0.4949,1.82055,0.111315,0.0874767,2.84071,0.0556016,
0.49995,1.84895,0.113821,0.0880324,2.85024,0.0555778,
0.505,1.87743,0.116351,0.0885881,2.85959,0.0555659,
0.51005,1.906,0.118905,0.0891437,2.86875,0.0555647,
0.5151,1.93466,0.121483,0.0896995,2.87774,0.0555745,
0.52015,1.96341,0.124085,0.0902554,2.88656,0.0555948,
0.5252,1.99225,0.12671,0.0908117,2.8952,0.0556252,
0.53025,2.02116,0.12936,0.0913684,2.90368,0.0556661,
0.5353,2.05016,0.132033,0.0919255,2.912,0.0557166,
0.54035,2.07924,0.13473,0.0924833,2.92015,0.0557768,
0.5454,2.10839,0.13745,0.0930418,2.92815,0.0558467,
0.55045,2.13762,0.140194,0.093601,2.93599,0.0559257,
0.5555,2.16693,0.142962,0.0941612,2.94368,0.0560138,
0.56055,2.19631,0.145753,0.0947223,2.95122,0.0561112,
0.5656,2.22576,0.148568,0.0952844,2.95862,0.0562173,
0.57065,2.25528,0.151406,0.0958478,2.96588,0.056332,
0.5757,2.28487,0.154268,0.0964123,2.97299,0.0564557,
0.58075,2.31453,0.157154,0.0969782,2.97997,0.0565877,
0.5858,2.34426,0.160063,0.0975455,2.98681,0.056728,
0.59085,2.37405,0.162995,0.0981142,2.99352,0.0568769,
0.5959,2.40388,0.165948,0.0986841,2.99747,0.0569841,
0.60095,2.43364,0.168912,0.0992531,2.99097,0.0569027,
0.606,2.46347,0.171899,0.0998239,2.9976,0.0570813,
0.61105,2.49323,0.174897,0.100394,2.99109,0.0570199,
0.6161,2.52292,0.177905,0.100964,2.98447,0.0569655,
0.62115,2.55268,0.180937,0.101536,2.99122,0.0571758,
0.6262,2.58237,0.183979,0.102107,2.9846,0.0571394,
0.63125,2.61213,0.187045,0.102681,2.99135,0.0573684,
0.6363,2.64182,0.190122,0.103254,2.98473,0.0573499,
0.64135,2.67143,0.193208,0.103827,2.97798,0.0573373,
0.6464,2.70112,0.196319,0.104403,2.98486,0.0575955,
0.65145,2.73074,0.19944,0.104979,2.97811,0.0575992,
0.6565,2.76042,0.202585,0.105558,2.98499,0.0578748,
0.66155,2.79004,0.20574,0.106137,2.97824,0.0578946,
0.6666,2.81958,0.208905,0.106716,2.97137,0.0579195,
0.67165,2.84919,0.212094,0.107299,2.97837,0.0582229,
0.6767,2.87874,0.215294,0.107881,2.9715,0.058263,
0.68175,2.90832,0.218515,0.108466,2.9757,0.058528,
0.6868,2.93783,0.221746,0.109052,2.96878,0.0585819,
0.69185,2.96738,0.224999,0.109641,2.97301,0.0588635,
0.6969,2.99686,0.228262,0.11023,2.96604,0.0589308,
0.70195,3.02638,0.231547,0.110823,2.9703,0.0592289,
0.707,3.05583,0.234842,0.111416,2.96328,0.0593092,
0.71205,3.08532,0.238159,0.112012,2.96757,0.0596236,
0.7171,3.11474,0.241486,0.112609,2.96049,0.0597168,
0.72215,3.1442,0.244835,0.113209,2.96482,0.0600475,
