t,x,y,heading,distance,velocity,acceleration,curvature,path,voltage,current
0.94435,,,,,-3.29073,-1.70118,,-1,,
0.94435,,,,,3.29073,1.70118,,-1,,
0.94435,2.1625,2.18982,,,2.84692,-1.74069,,1,8.62257,-35.431
0.94435,2.23265,0.972637,,,2.92365,-1.66167,,2,8.97237,-33.8226
0.94435,4.4204,0.408655,0.142813,,,,,3,,
0.9494,2.212,1.58206,0.0578819,2.22811,2.87661,-1.73401,0.0219906,0,,
0.9494,,,,,-3.29038,-1.73401,,-1,,
0.9494,,,,,3.29038,1.73401,,-1,,
0.9494,2.17674,2.19064,,,2.83805,-1.77382,,1,8.55977,-36.1053
0.9494,2.24727,0.973481,,,2.91518,-1.69421,,2,8.91154,-34.485
0.9494,4.44887,0.412772,0.143585,,,,,3,,
0.95445,2.22638,1.5829,0.0581999,2.24252,2.88545,1.76748,0.0221717,0,,
0.95445,,,,,-3.29002,-1.76748,,-1,,
0.95445,,,,,3.29002,1.76748,,-1,,
0.95445,2.19092,2.19146,,,2.84645,1.67949,,1,11.8094,34.1854
0.95445,2.26184,0.974328,,,2.92445,1.85547,,2,12.2542,37.7673
0.95445,4.47743,0.416923,0.144365,,,,,3,,
0.9595,2.24076,1.58374,0.0585207,2.25692,2.87678,-1.73337,0.0223564,0,,
0.9595,,,,,-3.28965,-1.73337,,-1,,
0.9595,,,,,3.28965,1.73337,,-1,,
0.9595,2.20511,2.19229,,,2.83758,-1.77479,,1,8.55716,-36.1252
0.9595,2.27642,0.97518,,,2.91599,-1.69194,,2,8.91658,-34.4388
0.9595,4.50589,0.421084,0.145149,,,,,3,,
0.96455,2.25514,1.58458,0.0588441,2.27131,2.87502,-1.76682,0.0225446,0,,
0.96455,,,,,-3.28928,-1.76682,,-1,,
0.96455,,,,,3.28928,1.76682,,-1,,
0.96455,2.21929,2.19313,,,2.83551,-1.80887,,1,8.51793,-36.8189
0.96455,2.29099,0.976036,,,2.91453,-1.72477,,2,8.88072,-35.1071
0.96455,4.53434,0.425265,0.145939,,,,,3,,
0.9696,2.26951,1.58543,0.0591699,2.2857,2.87324,-1.77364,0.0227362,0,,
0.9696,,,,,-3.2889,-1.77364,,-1,,
0.9696,,,,,3.2889,1.77364,,-1,,
0.9696,2.23346,2.19396,,,2.83342,-1.8167,,1,8.50313,-36.9783
0.9696,2.30556,0.976897,,,2.91307,-1.73058,,2,8.87004,-35.2253
0.9696,4.56276,0.429466,0.146735,,,,,3,,
0.97465,2.28386,1.58628,0.0594983,2.30007,2.87146,-1.78049,0.0229314,0,,
0.97465,,,,,-3.28852,-1.78049,,-1,,
0.97465,,,,,3.28852,1.78049,,-1,,
0.97465,2.24762,2.1948,,,2.83132,-1.82458,,1,8.48823,-37.1386
0.97465,2.32011,0.977761,,,2.9116,-1.7364,,2,8.85935,-35.3437
0.97465,4.59116,0.433687,0.147538,,,,,3,,
0.9797,2.29821,1.58714,0.0598292,2.31442,2.8661,-1.78736,0.0231302,0,,
0.9797,,,,,-3.28812,-1.78736,,-1,,
0.9797,,,,,3.28812,1.78736,,-1,,
0.9797,2.26176,2.19565,,,2.82569,-1.83233,,1,8.46073,-37.2964
0.9797,2.33466,0.97863,,,2.90651,-1.74239,,2,8.83545,-35.4657
0.9797,4.61951,0.437923,0.148347,,,,,3,,
0.98475,2.31254,1.588,0.0601626,2.32877,2.87514,1.80806,0.0233325,0,,
0.98475,,,,,-3.28772,-1.80806,,-1,,
0.98475,,,,,3.28772,1.80806,,-1,,
0.98475,2.27588,2.1965,,,2.83425,1.71023,,1,11.7942,34.8111
0.98475,2.34919,0.979503,,,2.91604,1.90589,,2,12.2709,38.7936
0.98475,4.64794,0.442196,0.149164,,,,,3,,
0.9898,2.32686,1.58887,0.060499,2.34313,2.86628,-1.77316,0.0235389,0,,
0.9898,,,,,-3.28732,-1.77316,,-1,,
0.9898,,,,,3.28732,1.77316,,-1,,
0.9898,2.29001,2.19735,,,2.82515,-1.82014,,1,8.47014,-37.0483
0.9898,2.36372,0.980381,,,2.90741,-1.72619,,2,8.85376,-35.1358
0.9898,4.67628,0.446479,0.149987,,,,,3,,
0.99485,2.34119,1.58974,0.0608384,2.35743,2.85724,-1.80739,0.0237492,0,,
0.99485,,,,,-3.2869,-1.80739,,-1,,
0.99485,,,,,3.2869,1.80739,,-1,,
0.99485,2.30413,2.19821,,,2.81587,-1.85471,,1,8.40454,-37.752
0.99485,2.37825,0.981264,,,2.89861,-1.76006,,2,8.79051,-35.8253
0.99485,4.70453,0.450771,0.150814,,,,,3,,
0.9999,2.35547,1.59061,0.0611798,2.37174,2.86645,1.84227,0.023963,0,,
0.9999,,,,,-3.28648,-1.84227,,-1,,
0.9999,,,,,3.28648,1.84227,,-1,,
0.9999,2.3182,2.19907,,,2.82458,1.73982,,1,11.7869,35.4133
0.9999,2.39274,0.982149,,,2.90832,1.94472,,2,12.2794,39.5841
0.9999,4.73287,0.455102,0.151652,,,,,3,,
1.00495,2.36975,1.59149,0.0615242,2.38605,2.85742,-1.80671,0.0241809,0,,
1.00495,,,,,-3.28605,-1.80671,,-1,,
1.00495,,,,,3.28605,1.80671,,-1,,
1.00495,2.33227,2.19993,,,2.8153,-1.85675,,1,8.40056,-37.7934
1.00495,2.40724,0.983039,,,2.89954,-1.75668,,2,8.79702,-35.7565
1.00495,4.76111,0.459442,0.152494,,,,,3,,
1.01,2.38404,1.59237,0.0618718,2.40035,2.85558,-1.84158,0.024403,0,,
1.01,,,,,-3.28561,-1.84158,,-1,,
1.01,,,,,3.28561,1.84158,,-1,,
1.01,2.34634,2.2008,,,2.8131,-1.8924,,1,8.35941,-38.519
1.01,2.42173,0.983934,,,2.89806,-1.79077,,2,8.7599,-36.4505
1.01,4.78933,0.463804,0.153344,,,,,3,,
1.01505,2.3983,1.59325,0.0622221,2.41462,2.85003,-1.84869,0.0246292,0,,
1.01505,,,,,-3.28516,-1.84869,,-1,,
1.01505,,,,,3.28516,1.84869,,-1,,
1.01505,2.3604,2.20167,,,2.80724,-1.89967,,1,8.33155,-38.6671
1.01505,2.43621,0.984834,,,2.89282,-1.79771,,2,8.73459,-36.5918
1.01505,4.81749,0.468181,0.1542,,,,,3,,
1.0201,2.41255,1.59414,0.0625753,2.42889,2.85938,1.8701,0.0248596,0,,
1.0201,,,,,-3.28471,-1.8701,,-1,,
1.0201,,,,,3.28471,1.8701,,-1,,
1.0201,2.37443,2.20255,,,2.81605,1.7608,,1,11.7758,35.8405
1.0201,2.45067,0.985737,,,2.90271,1.9794,,2,12.2915,40.29
1.0201,4.84574,0.472598,0.155066,,,,,3,,
1.02515,2.42679,1.59504,0.0629319,2.44317,2.85021,-1.83401,0.0250946,0,,
1.02515,,,,,-3.28425,-1.83401,,-1,,
1.02515,,,,,3.28425,1.83401,,-1,,
1.02515,2.38845,2.20343,,,2.80661,-1.88813,,1,8.34004,-38.4321
1.02515,2.46513,0.986646,,,2.89381,-1.77989,,2,8.75478,-36.2289
1.02515,4.8739,0.477024,0.155938,,,,,3,,
1.0302,2.44104,1.59594,0.0632918,2.45739,2.84086,-1.86941,0.0253341,0,,
1.0302,,,,,-3.28377,-1.86941,,-1,,
1.0302,,,,,3.28377,1.86941,,-1,,
1.0302,2.40248,2.20432,,,2.79699,-1.92394,,1,8.27204,-39.1611
1.0302,2.47959,0.98756,,,2.88474,-1.81487,,2,8.6895,-36.941
1.0302,4.90196,0.481461,0.156816,,,,,3,,
1.03525,2.45524,1.59684,0.0636539,2.47162,2.85039,1.90549,0.0255775,0,,
1.03525,,,,,-3.28329,-1.90549,,-1,,
1.03525,,,,,3.28329,1.90549,,-1,,
1.03525,2.41646,2.20521,,,2.80595,1.78998,,1,11.7667,36.4344
1.03525,2.49401,0.988476,,,2.89483,2.02099,,2,12.3019,41.1365
1.03525,4.93011,0.485937,0.157705,,,,,3,,
1.0403,2.46944,1.59775,0.0640195,2.48585,2.84105,-1.86871,0.0258257,0,,
1.0403,,,,,-3.28281,-1.86871,,-1,,
1.0403,,,,,3.28281,1.86871,,-1,,
1.0403,2.43044,2.2061,,,2.79632,-1.92638,,1,8.26735,-39.2108
1.0403,2.50844,0.989398,,,2.88577,-1.81104,,2,8.69681,-36.863
1.0403,4.95816,0.490424,0.158599,,,,,3,,
1.04535,2.48364,1.59866,0.0643888,2.50005,2.83533,-1.90478,0.026079,0,,
1.04535,,,,,-3.28231,-1.90478,,-1,,
1.04535,,,,,3.28231,1.90478,,-1,,
1.04535,2.44441,2.207,,,2.79026,-1.96218,,1,8.21216,-39.9395
1.04535,2.52286,0.990326,,,2.88041,-1.84737,,2,8.64362,-37.6026
1.04535,4.98616,0.494928,0.159501,,,,,3,,
1.0504,2.4978,1.59958,0.064761,2.51425,2.84497,1.92684,0.0263368,0,,
1.0504,,,,,-3.2818,-1.92684,,-1,,
1.0504,,,,,3.2818,1.92684,,-1,,
1.0504,2.45835,2.2079,,,2.79929,1.80568,,1,11.7573,36.7539
1.0504,2.53725,0.991257,,,2.89064,2.04799,,2,12.312,41.6861
1.0504,5.01424,0.499472,0.160414,,,,,3,,
1.05545,2.51197,1.6005,0.0651369,2.52845,2.83552,-1.88965,0.0265998,0,,
1.05545,,,,,-3.28128,-1.88965,,-1,,
1.05545,,,,,3.28128,1.88965,,-1,,
1.05545,2.4723,2.20881,,,2.78954,-1.9506,,1,8.22037,-39.7038
1.05545,2.55165,0.992193,,,2.8815,-1.82869,,2,8.66496,-37.2222
1.05545,5.04223,0.504027,0.161334,,,,,3,,
1.0605,2.52615,1.60143,0.0655165,2.5426,2.82589,-1.92612,0.026868,0,,
1.0605,,,,,-3.28075,-1.92612,,-1,,
1.0605,,,,,3.28075,1.92612,,-1,,
1.0605,2.48624,2.20972,,,2.7796,-1.98756,,1,8.15016,-40.4561
1.0605,2.56606,0.993135,,,2.87217,-1.86467,,2,8.59786,-37.9547
1.0605,5.07012,0.508592,0.162259,,,,,3,,
1.06555,2.54027,1.60236,0.0658986,2.55676,2.8357,1.96329,0.0271407,0,,
1.06555,,,,,-3.28022,-1.96329,,-1,,
1.06555,,,,,3.28022,1.96329,,-1,,
1.06555,2.50013,2.21063,,,2.78879,1.83509,,1,11.747,37.3526
1.06555,2.58041,0.99408,,,2.88262,2.0915,,2,12.3237,42.5716
1.06555,5.0981,0.513199,0.163198,,,,,3,,
1.0706,2.55439,1.60329,0.0662847,2.57091,2.82608,-1.9254,0.0274188,0,,
1.0706,,,,,-3.27967,-1.9254,,-1,,
1.0706,,,,,3.27967,1.9254,,-1,,
1.0706,2.51401,2.21155,,,2.77884,-1.99041,,1,8.14476,-40.5141
1.0706,2.59477,0.99503,,,2.87331,-1.86039,,2,8.60596,-37.8675
1.0706,5.12598,0.517817,0.164142,,,,,3,,
1.07565,2.56852,1.60423,0.0666748,2.58504,2.82019,-1.96256,0.0277028,0,,
1.07565,,,,,-3.27911,-1.96256,,-1,,
1.07565,,,,,3.27911,1.96256,,-1,,
1.07565,2.5279,2.21248,,,2.77256,-2.02729,,1,8.08779,-41.2647
1.07565,2.60913,0.995986,,,2.86782,-1.89784,,2,8.55126,-38.6297
1.07565,5.1538,0.522452,0.165095,,,,,3,,
1.0807,2.58261,1.60518,0.0670682,2.59916,2.82615,-1.98529,0.0279919,0,,
1.0807,,,,,-3.27854,-1.98529,,-1,,
1.0807,,,,,3.27854,1.98529,,-1,,
1.0807,2.54175,2.21341,,,2.77792,-2.05191,,1,8.08412,-41.7658
1.0807,2.62346,0.996946,,,2.87437,-1.91867,,2,8.55542,-39.0539
1.0807,5.18167,0.527124,0.166059,,,,,3,,
1.08575,2.5967,1.60612,0.0674656,2.61327,2.81633,-1.9623,0.0282869,0,,
1.08575,,,,,-3.27796,-1.9623,,-1,,
1.08575,,,,,3.27796,1.9623,,-1,,
1.08575,2.5556,2.21434,,,2.76777,-2.03051,,1,8.06753,-41.3303
1.08575,2.63779,0.997912,,,2.8649,-1.89409,,2,8.54426,-38.5534
1.08575,5.20944,0.531806,0.167031,,,,,3,,
1.0908,2.61077,1.60708,0.0678667,2.62737,2.81833,-2.00017,0.0285875,0,,
1.0908,,,,,-3.27737,-2.00017,,-1,,
1.0908,,,,,3.27737,2.00017,,-1,,
1.0908,2.56943,2.21528,,,2.76922,-2.06983,,1,8.03609,-42.1306
1.0908,2.65211,0.998882,,,2.86745,-1.93052,,2,8.51948,-39.2949
1.0908,5.23723,0.536519,0.168013,,,,,3,,
1.09585,2.62484,1.60804,0.0682719,2.64143,2.80837,-1.99245,0.0288941,0,,
1.09585,,,,,-3.27677,-1.99245,,-1,,
1.09585,,,,,3.27677,1.99245,,-1,,
1.09585,2.58325,2.21622,,,2.75891,-2.0635,,1,8.00488,-42.0018
1.09585,2.66642,0.999858,,,2.85784,-1.9214,,2,8.49339,-39.1094
1.09585,5.26491,0.541242,0.169002,,,,,3,,
1.1009,2.63887,1.609,0.0686805,2.6555,2.81853,2.03091,0.0292065,0,,
1.1009,,,,,-3.27616,-2.03091,,-1,,
1.1009,,,,,3.27616,2.03091,,-1,,
1.1009,2.59704,2.21716,,,2.76834,1.88662,,1,11.7214,38.4014
1.1009,2.68071,1.00084,,,2.86871,2.1752,,2,12.3517,44.2753
1.1009,5.29269,0.546011,0.170006,,,,,3,,
1.10595,2.65291,1.60997,0.0690936,2.66957,2.80857,-1.99171,0.0295255,0,,
1.10595,,,,,-3.27553,-1.99171,,-1,,
1.10595,,,,,3.27553,1.99171,,-1,,
1.10595,2.61082,2.21811,,,2.75802,-2.0657,,1,7.99963,-42.0465
1.10595,2.69499,1.00182,,,2.85912,-1.91772,,2,8.50142,-39.0345
1.10595,5.32037,0.550791,0.171017,,,,,3,,
1.111,2.66694,1.61094,0.0695113,2.68358,2.79842,-2.03015,0.0298511,0,,
1.111,,,,,-3.27489,-2.03015,,-1,,
1.111,,,,,3.27489,2.03015,,-1,,
1.111,2.6246,2.21907,,,2.74749,-2.10477,,1,7.92534,-42.8418
1.111,2.70928,1.00281,,,2.84934,-1.95554,,2,8.43098,-39.8042
1.111,5.34794,0.555581,0.172036,,,,,3,,
1.11605,2.68092,1.61192,0.0699321,2.6976,2.80876,2.06934,0.0301824,0,,
1.11605,,,,,-3.27424,-2.06934,,-1,,
1.11605,,,,,3.27424,2.06934,,-1,,
1.11605,2.63833,2.22003,,,2.75709,1.91627,,1,11.7086,39.0049
1.11605,2.72352,1.00381,,,2.86044,2.22241,,2,12.3659,45.2362
1.11605,5.3756,0.560418,0.173069,,,,,3,,
1.1211,2.69491,1.6129,0.0703575,2.71162,2.79862,-2.0294,0.0305205,0,,
1.1211,,,,,-3.27358,-2.0294,,-1,,
1.1211,,,,,3.27358,2.0294,,-1,,
1.1211,2.65205,2.22099,,,2.74655,-2.10847,,1,7.91848,-42.9171
1.1211,2.73776,1.00481,,,2.85069,-1.95032,,2,8.44068,-39.6981
1.1211,5.40317,0.565266,0.17411,,,,,3,,
1.12615,2.70889,1.61389,0.0707876,2.72561,2.79241,-2.06857,0.0308658,0,,
1.12615,,,,,-3.27291,-2.06857,,-1,,
1.12615,,,,,3.27291,2.06857,,-1,,
1.12615,2.66577,2.22196,,,2.73987,-2.14868,,1,7.85696,-43.7356
1.12615,2.75201,1.00582,,,2.84495,-1.98845,,2,8.38451,-40.4741
1.12615,5.43066,0.570133,0.175161,,,,,3,,
1.1312,2.72284,1.61488,0.0712218,2.73959,2.79869,-2.09252,0.031218,0,,
1.1312,,,,,-3.27222,-2.09252,,-1,,
1.1312,,,,,3.27222,2.09252,,-1,,
1.1312,2.67946,2.22294,,,2.74543,-2.17368,,1,7.85366,-44.2443
1.1312,2.76622,1.00683,,,2.85195,-2.01137,,2,8.38832,-40.9406
1.1312,5.45822,0.575039,0.176227,,,,,3,,
1.13625,2.73679,1.61588,0.071661,2.75356,2.78835,-2.06829,0.0315776,0,,
1.13625,,,,,-3.27151,-2.06829,,-1,,
1.13625,,,,,3.27151,2.06829,,-1,,
1.13625,2.69314,2.22392,,,2.73467,-2.1514,,1,7.83572,-43.7909
1.13625,2.78044,1.00785,,,2.84202,-1.98518,,2,8.37701,-40.4075
1.13625,5.48566,0.579957,0.1773,,,,,3,,
1.1413,2.75072,1.61688,0.0721047,2.76752,2.79046,-2.10821,0.0319445,0,,
1.1413,,,,,-3.27079,-2.10821,,-1,,
1.1413,,,,,3.27079,2.10821,,-1,,
1.1413,2.70681,2.2249,,,2.73612,-2.19319,,1,7.80196,-44.6416
1.1413,2.79464,1.00887,,,2.8448,-2.02323,,2,8.35152,-41.182
1.1413,5.51313,0.584908,0.178387,,,,,3,,
1.14635,2.76465,1.61789,0.0725532,2.78145,2.77996,-2.10007,0.0323191,0,,
1.14635,,,,,-3.27006,-2.10007,,-1,,
1.14635,,,,,3.27006,2.10007,,-1,,
1.14635,2.72046,2.22589,,,2.72519,-2.18678,,1,7.7686,-44.511
1.14635,2.80884,1.0099,,,2.83473,-2.01336,,2,8.32447,-40.9812
1.14635,5.54048,0.589871,0.179482,,,,,3,,
1.1514,2.77854,1.61891,0.0730058,2.79537,2.79066,2.1406,0.0327008,0,,
1.1514,,,,,-3.26932,-2.1406,,-1,,
1.1514,,,,,3.26932,2.1406,,-1,,
1.1514,2.73407,2.22688,,,2.73503,1.96576,,1,11.6753,40.0123
1.1514,2.823,1.01093,,,2.84629,2.31545,,2,12.4017,47.13
1.1514,5.56793,0.594884,0.180595,,,,,3,,
1.15645,2.79242,1.61992,0.0734639,2.8093,2.78016,-2.09929,0.033091,0,,
1.15645,,,,,-3.26855,-2.09929,,-1,,
1.15645,,,,,3.26855,2.09929,,-1,,
1.15645,2.74768,2.22788,,,2.72408,-2.18969,,1,7.7619,-44.5704
1.15645,2.83717,1.01197,,,2.83624,-2.00888,,2,8.33412,-40.89
1.15645,5.59528,0.599908,0.181716,,,,,3,,
1.1615,2.80631,1.62095,0.0739276,2.82317,2.76946,-2.13981,0.03349,0,,
1.1615,,,,,-3.26777,-2.13981,,-1,,
1.1615,,,,,3.26777,2.13981,,-1,,
1.1615,2.76129,2.22888,,,2.71292,-2.23105,,1,7.6832,-45.4121
1.1615,2.85134,1.01301,,,2.826,-2.04856,,2,8.26027,-41.6977
1.1615,5.62251,0.604944,0.182847,,,,,3,,
1.16655,2.82015,1.62198,0.0743951,2.83705,2.78037,2.18111,0.0338963,0,,
1.16655,,,,,-3.26698,-2.18111,,-1,,
1.16655,,,,,3.26698,2.18111,,-1,,
1.16655,2.77484,2.22989,,,2.72292,1.99673,,1,11.6606,40.6426
1.16655,2.86546,1.01406,,,2.83782,2.36548,,2,12.4179,48.1485
1.16655,5.64984,0.610031,0.183996,,,,,3,,
1.1716,2.83399,1.62301,0.0748683,2.85092,2.76967,-2.13901,0.0343116,0,,
1.1716,,,,,-3.26617,-2.13901,,-1,,
1.1716,,,,,3.26617,2.13901,,-1,,
1.1716,2.78839,2.2309,,,2.71174,-2.2359,,1,7.67442,-45.5109
1.1716,2.87958,1.01512,,,2.8276,-2.04212,,2,8.27204,-41.5665
1.1716,5.67707,0.61513,0.185155,,,,,3,,
1.17665,2.84782,1.62405,0.0753472,2.86474,2.75877,-2.18029,0.0347362,0,,
1.17665,,,,,-3.26534,-2.18029,,-1,,
1.17665,,,,,3.26534,2.18029,,-1,,
1.17665,2.80193,2.23192,,,2.70035,-2.27811,,1,7.59409,-46.37
1.17665,2.89371,1.01618,,,2.81719,-2.08248,,2,8.19693,-42.388
1.17665,5.70418,0.62024,0.186323,,,,,3,,
1.1817,2.8616,1.6251,0.0758302,2.87857,2.76988,2.22238,0.0351685,0,,
1.1817,,,,,-3.2645,-2.22238,,-1,,
1.1817,,,,,3.2645,2.22238,,-1,,
1.1817,2.81542,2.23295,,,2.7105,2.02598,,1,11.6432,41.2381
1.1817,2.90779,1.01725,,,2.82927,2.41877,,2,12.4368,49.2331
1.1817,5.73139,0.625404,0.187511,,,,,3,,
1.18675,2.87539,1.62615,0.0763193,2.89239,2.75899,-2.17948,0.0356109,0,,
1.18675,,,,,-3.26364,-2.17948,,-1,,
1.18675,,,,,3.26364,2.17948,,-1,,
1.18675,2.82891,2.23397,,,2.69909,-2.28158,,1,7.58632,-46.4406
1.18675,2.92186,1.01832,,,2.81888,-2.07739,,2,8.20776,-42.2844
1.18675,5.75849,0.630579,0.188709,,,,,3,,
1.1918,2.88917,1.6272,0.0768148,2.90618,2.75232,-2.22155,0.0360635,0,,
1.1918,,,,,-3.26276,-2.22155,,-1,,
1.1918,,,,,3.26276,2.22155,,-1,,
1.1918,2.84239,2.23501,,,2.69181,-2.32512,,1,7.51953,-47.3269
1.1918,2.93595,1.0194,,,2.81283,-2.11798,,2,8.14815,-43.1106
1.1918,5.78552,0.635775,0.189919,,,,,3,,
1.19685,2.90291,1.62827,0.0773152,2.91996,2.75906,-2.24727,0.0365254,0,,
1.19685,,,,,-3.26186,-2.24727,,-1,,
1.19685,,,,,3.26186,2.24727,,-1,,
1.19685,2.85583,2.23604,,,2.69763,-2.35425,,1,7.5133,-47.9199
1.19685,2.95,1.02049,,,2.8205,-2.1403,,2,8.15493,-43.5649
1.19685,5.81261,0.641017,0.191148,,,,,3,,
1.2019,2.91666,1.62933,0.077822,2.93373,2.74796,-2.22125,0.0369978,0,,
1.2019,,,,,-3.26094,-2.22125,,-1,,
1.2019,,,,,3.26094,2.22125,,-1,,
1.2019,2.86927,2.23709,,,2.68598,-2.33085,,1,7.49319,-47.4436
1.2019,2.96405,1.02158,,,2.80993,-2.11165,,2,8.14363,-42.9818
1.2019,5.83958,0.646271,0.192387,,,,,3,,
1.20695,2.93038,1.63041,0.0783347,2.94748,2.74569,-2.26412,0.0374805,0,,
1.20695,,,,,-3.26,-2.26412,,-1,,
1.20695,,,,,3.26,2.26412,,-1,,
1.20695,2.88268,2.23814,,,2.68296,-2.37589,,1,7.44033,-48.3604
1.20695,2.97809,1.02268,,,2.80843,-2.15235,,2,8.10026,-43.8103
1.20695,5.86652,0.651555,0.193642,,,,,3,,
1.212,2.94409,1.63149,0.0788532,2.9612,2.73887,-2.27286,0.0379738,0,,
1.212,,,,,-3.25904,-2.27286,,-1,,
1.212,,,,,3.25904,2.27286,,-1,,
1.212,2.89607,2.23919,,,2.67547,-2.38711,,1,7.40293,-48.5888
1.212,2.99211,1.02378,,,2.80228,-2.15861,,2,8.07229,-43.9377
1.212,5.89339,0.656859,0.19491,,,,,3,,
1.21705,2.95777,1.63257,0.0793776,2.97492,2.74577,-2.29918,0.0384777,0,,
1.21705,,,,,-3.25807,-2.29918,,-1,,
1.21705,,,,,3.25807,2.29918,,-1,,
1.21705,2.90943,2.24025,,,2.68137,-2.41511,,1,7.39804,-49.1586
1.21705,3.00611,1.02489,,,2.81018,-2.18326,,2,8.07774,-44.4394
1.21705,5.92032,0.662212,0.196198,,,,,3,,
1.2221,2.97145,1.63366,0.0799092,2.98862,2.73441,-2.27256,0.038994,0,,
1.2221,,,,,-3.25706,-2.27256,,-1,,
1.2221,,,,,3.25706,2.27256,,-1,,
1.2221,2.92278,2.24132,,,2.66941,-2.39135,,1,7.37716,-48.675
1.2221,3.02011,1.02601,,,2.79941,-2.15377,,2,8.06649,-43.8391
1.2221,5.94714,0.667577,0.197498,,,,,3,,
1.22715,2.9851,1.63476,0.0804471,3.0023,2.73209,-2.31642,0.0395218,0,,
1.22715,,,,,-3.25604,-2.31642,,-1,,
1.22715,,,,,3.25604,2.31642,,-1,,
1.22715,2.93611,2.24239,,,2.66627,-2.43763,,1,7.32272,-49.6169
1.22715,3.03409,1.02713,,,2.79792,-2.19521,,2,8.02247,-44.6827
1.22715,5.97392,0.672973,0.198814,,,,,3,,
1.2322,2.99874,1.63586,0.0809915,3.01595,2.72512,-2.32536,0.0400614,0,,
1.2322,,,,,-3.255,-2.32536,,-1,,
1.2322,,,,,3.255,2.32536,,-1,,
1.2322,2.94942,2.24347,,,2.65857,-2.4493,,1,7.28411,-49.8546
1.2322,3.04806,1.02826,,,2.79167,-2.20142,,2,7.9942,-44.8091
1.2322,6.00063,0.678391,0.200145,,,,,3,,
1.23725,3.01234,1.63697,0.0815421,3.0296,2.72747,-2.35229,0.0406129,0,,
1.23725,,,,,-3.25393,-2.35229,,-1,,
1.23725,,,,,3.25393,2.35229,,-1,,
1.23725,2.96269,2.24455,,,2.65994,-2.47987,,1,7.26057,-50.4768
1.23725,3.062,1.0294,,,2.79499,-2.22471,,2,7.98446,-45.2831
1.23725,6.02735,0.68385,0.201496,,,,,3,,
1.2423,3.02594,1.63809,0.0821,3.04321,2.71575,-2.34321,0.0411775,0,,
1.2423,,,,,-3.25284,-2.34321,,-1,,
1.2423,,,,,3.25284,2.34321,,-1,,
1.2423,2.97595,2.24563,,,2.64758,-2.47351,,1,7.22202,-50.3473
1.2423,3.07594,1.03054,,,2.78392,-2.21291,,2,7.95562,-45.043
1.2423,6.05395,0.689321,0.202859,,,,,3,,
1.24735,3.03951,1.63921,0.0826642,3.05681,2.7277,2.38844,0.0417543,0,,
1.24735,,,,,-3.25172,-2.38844,,-1,,
1.24735,,,,,3.25172,2.38844,,-1,,
1.24735,2.98917,2.24673,,,2.65827,2.13176,,1,11.5538,43.3912
1.24735,3.08984,1.03169,,,2.79712,2.64511,,2,12.5321,53.8402
1.24735,6.08066,0.694854,0.204248,,,,,3,,
1.2524,3.05307,1.64033,0.0832365,3.07042,2.71598,-2.34234,0.0423458,0,,
1.2524,,,,,-3.25058,-2.34234,,-1,,
1.2524,,,,,3.25058,2.34234,,-1,,
1.2524,3.00239,2.24782,,,2.64587,-2.47866,,1,7.21105,-50.4523
1.2524,3.10375,1.03285,,,2.78609,-2.20601,,2,7.96986,-44.9025
1.2524,6.10725,0.7004,0.20565,,,,,3,,
1.25745,3.06663,1.64147,0.083817,3.08397,2.70405,-2.38755,0.0429522,0,,
1.25745,,,,,-3.24941,-2.38755,,-1,,
1.25745,,,,,3.24941,2.38755,,-1,,
1.25745,3.01559,2.24893,,,2.63324,-2.52536,,1,7.12207,-51.4028
1.25745,3.11766,1.03401,,,2.77485,-2.24973,,2,7.88863,-45.7924
1.25745,6.13371,0.705959,0.207066,,,,,3,,
1.2625,3.08013,1.64261,0.0844032,3.09752,2.71621,2.43363,0.0435711,0,,
1.2625,,,,,-3.24821,-2.43363,,-1,,
1.2625,,,,,3.24821,2.43363,,-1,,
1.2625,3.02874,2.25004,,,2.64407,2.16136,,1,11.5303,43.9937
1.2625,3.13152,1.03518,,,2.78836,2.70589,,2,12.5572,55.0774
1.2625,6.16028,0.711582,0.208509,,,,,3,,
1.26755,3.09363,1.64375,0.0849979,3.11108,2.70428,-2.38666,0.0442056,0,,
1.26755,,,,,-3.24699,-2.38666,,-1,,
1.26755,,,,,3.24699,2.38666,,-1,,
1.26755,3.04188,2.25115,,,2.63141,-2.53377,,1,7.10762,-51.574
1.26755,3.14539,1.03636,,,2.77715,-2.23954,,2,7.90643,-45.585
1.26755,6.18673,0.717218,0.209967,,,,,3,,
1.2726,3.10714,1.64491,0.0856013,3.12457,2.69212,-2.43272,0.0448563,0,,
1.2726,,,,,-3.24573,-2.43272,,-1,,
1.2726,,,,,3.24573,2.43272,,-1,,
1.2726,3.05502,2.25228,,,2.6185,-2.5815,,1,7.01669,-52.5454
1.2726,3.15925,1.03754,,,2.76573,-2.28395,,2,7.82393,-46.4888
1.2726,6.21305,0.722868,0.211439,,,,,3,,
1.27765,3.12058,1.64607,0.0862108,3.13806,2.70452,2.47968,0.0455207,0,,
1.27765,,,,,-3.24446,-2.47968,,-1,,
1.27765,,,,,3.24446,2.47968,,-1,,
1.27765,3.06809,2.2534,,,2.62947,2.18756,,1,11.5022,44.527
1.27765,3.17307,1.03873,,,2.77956,2.77179,,2,12.587,56.4187
1.27765,6.23949,0.728584,0.21294,,,,,3,,
